"CodProd","DescProd","CodMedEstoque","PrecoMedio"
"398959",SISTEMA DE VENTILAÇÃO COMKAP SVF6-232-2000+PC[IP54(NT935AD+CMDS)N6.5] +2EX - AFL-514-FE-004                             ,Un,"8288,140000"
"398960",SISTEMA DE VENTILAÇÃO COMKAP SVF6-232-2000+PC[IP54(NT935AD+CMDS)N6.5] +2EX - AFL-514-FE-003                             ,Un,"8380,326667"
"398961",SISTEMA DE VENTILAÇÃO COMKAP SVF6-232-1500+PC[IP54(NT935AD+CMDS)N6.5] +2EX - AFL-514-FE-005                             ,Un,"8274,880000"
"398962",SISTEMA DE VENTILAÇÃO COMKAP SVF6-232-1600+PC[IP54(NT935AD+CMDS)N6.5] +2EX                                              ,Un,"8050,550000"
"398963",SISTEMA DE VENTILAÇÃO COMKAP SVF6-432-2100+PC[IP54(NT935AD+CMDS)N6.5] +4EX                                              ,Un,"10047,360000"
"398964",SISTEMA DE VENTILAÇÃO COMKAP SVF6-232-1600+PC[IP54(NT935AD+CMDS)N6.5] +2EX - AFL-514-FE-012                             ,Un,"8274,880000"
"398965",SISTEMA DE VENTILAÇÃO COMKAP SVF6-432-2100+PC[IP54(NT935AD+CMDS)N6.5] +4EX - AFL-514-FE-013                             ,Un,"10317,023800"
"398977",CALÇO BOBINA CENTRAL 25 x 80 x 172mm - APA-264-MP-287 ITEM 01                                                           ,Un,
"398978",CALÇO BOBINA ESQUERDO 25 x 80 x 80mm - APA-264-MP-287 ITEM 02                                                           ,Un,
"398979",CALÇO BOBINA DIREITO 25 x 80 x 80mm - APA-264-MP-287 ITEM 03                                                            ,Un,
"399","PARAFUSO SEXT. AÇO GALV. À FOGO RI 1/2"" x 1.3/4""                                                                        ",Un,"0,323541"
"399013","THERNOMID 2001 0,90 x 485mm                                                                                             ",Kg   ,
"399026",VISOR DE NÍVEL DE COLUNA I-118 - SOLDÁVEL - AFL-427-FE-009                                                              ,Un,"608,408710"
"399030",PLACA DE IDENT AÇO INOX - CA-25145-00                                                                                   ,Un,"110,867400"
"399032",PLACA DE LIGAÇÃO DO RESFRIAMENTO FORÇADO - CA-25145-01                                                                  ,Un,"339,266233"
"399033",PLACA DE LIGAÇÃO ACESSÓRIOS - CA-25145-02                                                                               ,Un,"418,993033"
"399035",PLAQUETAS DE IDENT. DOS ACESSÓRIOS -  CA-25145-06                                                                       ,Un,"465,490000"
"399036",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA -  CA-25145-07                                                        ,Un,
"399037",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA -  CA-25145-08                                                        ,Un,
"399038",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA -  CA-25145-05                                                        ,Un,
"399040","THERNOMID 2001 0,90 x 1090mm                                                                                            ",Kg   ,"48,970000"
"399047",PAINEL DE MONITORAMENTO DE TRANSFORMADORES                                                                              ,Un,"289483,420000"
"399090",PERFIL BORRACHA ESPONJOSO 30X15MM 20SH - STARVED                                                                        ,M    ,"48,832207"
"399145",PLACA DE IDENT AÇO INOX - CA-25147-00                                                                                   ,Un,"109,851500"
"399146",PLACA DE LIGAÇÃO DO RESFRIAMENTO FORÇADO - CA-25147-01                                                                  ,Un,"344,436900"
"399147",PLACA DE LIGAÇÃO ACESSÓRIOS - CA-25147-02                                                                               ,Un,"420,651600"
"399148",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA -  CA-25147-06                                                        ,Un,"465,490000"
"399151",PLACA DE DIAGRAMA LIGAÇÃO RÉG DE BORNES - CA-25147-03                                                                   ,Un,
"399177",COMUTADOR C3N 3906 300A 92KV 06P AC130  - PA-25813-99                                                                   ,Un,"6506,018500"
"399204","CABO TRANSPOSTO 15 X (1,6 X 5,8) OD CTC 25168/25169/25170                                                               ",Kg   ,"93,372874"
"399206","FIO DE COBRE RET 2,5 x 7,9 PKT PARAFINADO ISOLAÇÃO ( 1,2mm) D160 MPa                                                    ",Kg   ,"87,450754"
"399227","RADIADOR ALETADO GALVANIZADO 3"" - 28 ALETAS - MF-24123 99                                                               ",Un,"13651,281250"
"399291","THERNOMID 2001 0,90 x 1350mm                                                                                            ",Kg   ,
"3993",FIO ALUMINIO CIRCULAR ESMALTADO 180°C 09 AWG                                                                            ,Kg   ,"25,025331"
"399397",INDICADOR MAG. NÍVEL A 100/2 - LATERAL SUBMERSÍVEL RADIAL - AFL-422-FE-006                                              ,Un,
"3994",FIO ALUMINIO CIRCULAR ESMALTADO 180°C 10 AWG                                                                            ,Kg   ,"24,890825"
"399403",RADIADOR ALETADO - ATQ-384-PT-100                                                                                       ,CJ   ,"12234,760000"
"399404",DISJUNTOR MONOPOLAR 6A - A9F74106 - SCHNEIDER                                                                           ,Un,"101,059126"
"399405","CABO INSTRUMENTAÇÃO BLINDADO CI FER 1TL 1,5 PVC-E/ST1 300V (3x1,5mm²) - CONDUFERES                                      ",M    ,"5,194306"
"399406","RADIATOR - HOT DIP GALVANIZED + PAINTING (80 MIC + 280 MIC.) -  520 x 2400/1900 x 27/3 (30 ELEMENTS) - T 1,2mm          ",Un,"51744,035000"
"399407","RADIATOR - HOT DIP GALVANIZED (80~90 MIC.) - 520 x 2400/1900 x 27/3 (30 ELEMENTS) - T 1,2mm                             ",Un,"11590,842553"
"399449",COMUTADOR Ø3 CV2III-350D/145 - 10193W C/ MDU CMA7 - OLTC-25175                                                          ,Un,"161817,714088"
"399450",COMUTADOR Ø3 CV2III-350D/145 - 10193W C/ MDU CMA7 - OLTC-25177                                                          ,Un,"161817,714088"
"399472",ISOLADOR PARALELO EPÓXI M10 - APA-283-MP-003 - ITEM 02                                                                  ,Un,
"399474",ISOLADOR PARALELO EPÓXI M10 - APA-283-MP-003 - ITEM 03                                                                  ,Un,"11,877899"
"3995",FIO ALUMINIO CIRCULAR ESMALTADO 180°C 11 AWG                                                                            ,Kg   ,"24,331238"
"399511","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,90 x 360mm                                                                      ",Kg   ,"26,163267"
"399534","BUCHA 36,2kV / 160A T1 ESCOAMENTO 1122mm - AFL-413-FE-065 ITEM 01                                                       ",Un,
"3996",FIO ALUMINIO CIRCULAR ESMALTADO 180°C 12 AWG                                                                            ,Kg   ,"26,804635"
"399693",SENSOR CAPACITIVO DIAMETRO 12mm PNP 6-36V - 4 FIOS - DISTÂNCIA SENSORA 4mm                                              ,Un,
"399694",DPS 275V - 15 kA - CEST: 12.004.00                                                                                      ,Un,
"3997",FIO ALUMINIO CIRCULAR ESMALTADO 180°C 14 AWG                                                                            ,Kg   ,"23,033063"
"399791",SISTEMA DE VENTILAÇÃO COMKAP SVF6-332-2000+NT935AD - AFL-514-FE-002                                                     ,Un,"6100,180000"
"399792",SISTEMA DE VENTILAÇÃO COMKAP SVF3-332-2200+NT935AD - AFL-514-FE-008                                                     ,Un,"4161,776000"
"399796","VÁLVULA BORBOLETA 5"" TIPO FF - TQ-25811-99                                                                              ",Un,"664,659773"
"399797","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,40 x 27mm                                                                       ",Kg   ,"24,475273"
"3998",FIO ALUMINIO CIRCULAR ESMALTADO 180°C 15 AWG                                                                            ,Kg   ,"29,938045"
"399876",BOLSA DE BORRACHA P/ CONSERVADOR  Ø500 x 2200 - MF-25812-60                                                             ,Un,"1978,095400"
"399888",COMUTADOR C3N 3706 300A 92kV 06P - PA-25813-99                                                                          ,Un,
"399889",KIT MONTAGEM DE ENROLAMENTOS - EM-25179-01X                                                                             ,CJ   ,"4427,048000"
"399890",KIT ENROLAMENTO BT - EM-25179-02X                                                                                       ,CJ   ,"1015,554643"
"399891",KIT ENROLAMENTO AT - EM-25179-03X                                                                                       ,CJ   ,"1291,115143"
"399892","THERNOMID 2001 0,90 x 1290mm                                                                                            ",Kg   ,"46,857429"
"3999",FIO ALUMINIO CIRCULAR ESMALTADO 180°C 16 AWG                                                                            ,Kg   ,"24,469404"
"399998",ARRUELA DE PRESSÃO M8 BRONZE SILÍCIO                                                                                    ,Un,
"4.298",ARRUELA LISA AÇO INOX M10                                                                                               ,Un,"0,147757"
"4000","FIO COBRE CIRCULAR ESMALTADO 180°C 19,5 AWG                                                                             ",Kg   ,"14,614300"
"400004",GABINETE DE PROTEÇÃO IP-54 - AFL-495-FE-183                                                                             ,Un,"24683,997500"
"400010",PLAQUETAS DE IDENT. DOS MOTOVENTILADORES -  CA-24134-09                                                                 ,CJ   ,"6,718000"
"400020",CALÇO BOBINA CENTRAL 25 x 80 x 195mm - APA-264-MP-288 ITEM 01                                                           ,Un,"3,688750"
